0.015145, 2, 2.00, 64, 250
0.038300, 3, 3.00, 64, 100
0.038394, 4, 4.00, 64, 100
0.051888, 5, 5.00, 64, 100
0.052005, 6, 6.00, 64, 100
0.052111, 7, 7.00, 64, 100
0.052251, 8, 8.00, 64, 100
0.055234, 9, 9.00, 64, 100
0.055470, 10, 10.00, 64, 100
0.055525, 11, 11.00, 64, 100
0.055624, 12, 12.00, 64, 100
0.055681, 13, 13.00, 64, 100
0.055713, 14, 14.00, 64, 100
0.055752, 15, 15.00, 64, 100
0.055797, 16, 16.00, 64, 100
0.084065, 17, 17.00, 64, 100
0.084159, 18, 18.00, 64, 100
0.084243, 19, 19.00, 64, 100
0.085882, 20, 20.00, 64, 100
0.085994, 21, 21.00, 64, 100
0.086041, 22, 22.00, 64, 100
0.086078, 23, 23.00, 64, 100
0.086112, 24, 24.00, 64, 100
0.086149, 25, 25.00, 64, 100
0.086237, 26, 26.00, 64, 100
0.086328, 27, 27.00, 64, 100
0.086367, 28, 28.00, 64, 100
0.086405, 29, 29.00, 64, 100
0.086442, 30, 30.00, 64, 100
0.086493, 31, 31.00, 64, 100
0.088152, 32, 32.00, 64, 100
0.088355, 33, 33.00, 64, 100
0.088448, 34, 34.00, 64, 100
0.088571, 35, 35.00, 64, 100
0.088924, 36, 36.00, 64, 100
0.089037, 37, 37.00, 64, 100
0.089110, 38, 38.00, 64, 100
0.089188, 39, 39.00, 64, 100
0.089263, 40, 40.00, 64, 100
0.089370, 41, 41.00, 64, 100
0.091704, 42, 42.00, 64, 100
0.092010, 43, 43.00, 64, 100
0.092136, 44, 44.00, 64, 100
0.102738, 45, 45.00, 64, 100
0.102868, 46, 46.00, 64, 100
0.102971, 47, 47.00, 64, 100
0.103082, 48, 48.00, 64, 100
0.103192, 49, 49.00, 64, 100
0.103350, 50, 50.00, 64, 100
0.103756, 51, 51.00, 64, 100
0.103847, 52, 52.00, 64, 100
0.103920, 53, 53.00, 64, 100
0.103999, 54, 54.00, 64, 100
0.104161, 55, 55.00, 64, 100
0.104187, 56, 56.00, 64, 100
0.104421, 57, 57.00, 64, 100
0.104502, 58, 58.00, 64, 100
0.104678, 59, 59.00, 64, 100
0.104740, 60, 60.00, 64, 100
0.104764, 61, 61.00, 64, 100
0.104845, 62, 62.00, 64, 100
0.104863, 63, 63.00, 64, 100
0.104887, 64, 64.00, 64, 100
0.104954, 64, 64.02, 64, 100
0.104966, 64, 64.03, 64, 100
0.105028, 64, 64.05, 64, 100
0.105042, 64, 64.06, 64, 100
0.105053, 64, 64.08, 64, 100
0.105074, 64, 64.09, 64, 100
0.105087, 64, 64.11, 64, 100
0.105190, 64, 64.12, 64, 100
0.108940, 64, 64.14, 64, 100
0.109027, 64, 64.16, 64, 100
0.109095, 64, 64.17, 64, 100
0.109116, 64, 64.19, 64, 100
0.109134, 64, 64.20, 64, 100
0.109161, 64, 64.22, 64, 100
0.110162, 64, 64.23, 64, 100
0.110247, 64, 64.25, 64, 100
0.110282, 64, 64.27, 64, 100
0.110325, 64, 64.28, 64, 100
0.116958, 64, 64.30, 64, 100
0.117019, 64, 64.31, 64, 100
0.117067, 64, 64.33, 64, 100
0.123243, 64, 64.34, 64, 100
0.123311, 64, 64.36, 64, 100
0.123378, 64, 64.38, 64, 100
0.123576, 64, 64.39, 64, 100
0.123663, 64, 64.41, 64, 100
0.123694, 64, 64.42, 64, 100
0.123712, 64, 64.44, 64, 100
0.123733, 64, 64.45, 64, 100
0.123751, 64, 64.47, 64, 100
0.125039, 64, 64.48, 64, 100
0.125138, 64, 64.50, 64, 100
0.125159, 64, 64.52, 64, 100
0.125196, 64, 64.53, 64, 100
0.125217, 64, 64.55, 64, 100
0.130072, 64, 64.56, 64, 100
0.133695, 64, 64.58, 64, 100
0.133790, 64, 64.59, 64, 100
